arf5	ENST00000000233
Hist4h4	ENST00000369165
Hist1h4j	ENST00000369165
Hist1h4i	ENST00000369165
LOC388692	ENST00000369173
HIST2H3PS2	ENST00000369176
NBPF1	ENST00000369188
KIAA1245	ENST00000369188
NBPF1	ENST00000369189
LOC200030	ENST00000369189
NBPF14	ENST00000369190
LOC200030	ENST00000369190
KIAA1245	ENST00000369190
NBPF15	ENST00000369194
NBPF14	ENST00000369194
NBPF1	ENST00000369194
NBPF10	ENST00000369198
NBPF10	ENST00000369202
prdm13	ENST00000369215
NBPF10	ENST00000369219
NBPF1	ENST00000369219
KIAA1245	ENST00000369219
LOC200030	ENST00000369226
ABLIM1	ENST00000369256
ABLIM1	ENST00000369257
ABLIM1	ENST00000369260
ABLIM1	ENST00000369263
ABLIM1	ENST00000369267
Gpr63	ENST00000369268
Afap1l2	ENST00000369271
FMO5	ENST00000369272
KIAA0776	ENST00000369278
C10orf118	ENST00000369287
CD160	ENST00000369288
MANEA	ENST00000369293
DCLRE1A	ENST00000369305
NBPF8	ENST00000369323
LOC200030	ENST00000369323
NBPF8	ENST00000369326
NBPF9	ENST00000369328
NBPF15	ENST00000369328
NBPF14	ENST00000369328
NBPF8	ENST00000369334
LOC200030	ENST00000369334
KIAA1245	ENST00000369334
NBPF12	ENST00000369338
AE01	ENST00000369339
LOC100134230	ENST00000369347
LOC100134230	ENST00000369354
PDE4DIP	ENST00000369356
Nrap	ENST00000369360
NBPF9	ENST00000369364
KIAA1245	ENST00000369364
NBPF14	ENST00000369365
NBPF9	ENST00000369368
NBPF14	ENST00000369368
NBPF12	ENST00000369368
KIAA1245	ENST00000369368
NBPF11	ENST00000369371
NBPF10	ENST00000369371
NBPF10	ENST00000369372
NBPF9	ENST00000369373
NBPF8	ENST00000369373
NBPF8	ENST00000369377
LOC200030	ENST00000369377
PPIAL4F	ENST00000369380
PPIAL4C	ENST00000369380
PPIAL4A	ENST00000369380
FAM72B	ENST00000369390
ACSL5	ENST00000369410
Rragd	ENST00000369415
hao2	ENST00000369420
IL9R	ENST00000369423
F8A2	ENST00000369445
f8a1	ENST00000369445
F8A2	ENST00000369446
FAM46C	ENST00000369448
Gabrr1	ENST00000369451
BRCC3	ENST00000369459
MTCP1	ENST00000369484
CD58	ENST00000369487
f8a1	ENST00000369505
Tspan2	ENST00000369514
Tspan2	ENST00000369516
RBM20	ENST00000369521
DKC1	ENST00000369550
hipk1	ENST00000369554
AP4B1	ENST00000369564
AP4B1	ENST00000369569
C6orf164	ENST00000369572
C6orf163	ENST00000369574
dusp5	ENST00000369583
PHTF1	ENST00000369597
PHTF1	ENST00000369604
ikbkg	ENST00000369609
MAGI3	ENST00000369617
RHOC	ENST00000369638
tbx18	ENST00000369663
ST7L	ENST00000369666
SNAP91	ENST00000369694
Kcnd3	ENST00000369697
SORCS3	ENST00000369701
Ovgp1	ENST00000369728
dopey1	ENST00000369739
Ube2cbp	ENST00000369745
TPBG	ENST00000369750
Fam46a	ENST00000369754
taz	ENST00000369790
FAM40A	ENST00000369796
EPS8L3	ENST00000369805
GSTM5	ENST00000369812
USMG5	ENST00000369815
gstm1	ENST00000369819
GSTM2	ENST00000369829
GSTM2	ENST00000369831
sh3bgrl2	ENST00000369838
FLNA	ENST00000369856
ACTR1A	ENST00000369905
WDR47	ENST00000369965
zgpat	ENST00000369967
Elovl3	ENST00000370005
FILIP1	ENST00000370020
PRPF38B	ENST00000370021
PRPF38B	ENST00000370025
C1orf59	ENST00000370031
L1cam	ENST00000370055
Kcnip2	ENST00000370059
Ntng1	ENST00000370070
Ntng1	ENST00000370071
Ntng1	ENST00000370072
SRPK3	ENST00000370101
SRPK3	ENST00000370104
CDC14A	ENST00000370124
LRRC39	ENST00000370136
LRRC39	ENST00000370138
ccdc76	ENST00000370139
ccdc76	ENST00000370141
pncK	ENST00000370142
Lppr5	ENST00000370188
PDZD7	ENST00000370216
KCNQ2	ENST00000370221
Trex2	ENST00000370232
LOC100133187	ENST00000370257
Fam178a	ENST00000370269
Magea6	ENST00000370278
LOC100130935	ENST00000370292
CSAG3	ENST00000370292
Mto1	ENST00000370305
GFI1	ENST00000370332
Magea4	ENST00000370335
RPAP2	ENST00000370343
OOEP	ENST00000370363
DPPA5	ENST00000370370
DIDO1	ENST00000370371
C1orf146	ENST00000370373
MAMLD1	ENST00000370401
CXorf40B	ENST00000370404
cpn1	ENST00000370418
LRRC8C	ENST00000370453
Ogfr	ENST00000370468
C6orf57	ENST00000370474
GBP3	ENST00000370478
FAM135A	ENST00000370479
SLITRK2	ENST00000370490
C20orf166	ENST00000370524
RP1-177G6.2	ENST00000370535
Hs2st1	ENST00000370550
Hpse2	ENST00000370552
COL24A1	ENST00000370571
ZFYVE27	ENST00000370610
eys	ENST00000370616
Arhgef7	ENST00000370623
CD40LG	ENST00000370629
SPATA1	ENST00000370638
gng5	ENST00000370645
LGSN	ENST00000370658
MAP7D3	ENST00000370661
Samd13	ENST00000370671
PRKACB	ENST00000370680
PRKACB	ENST00000370682
LAMA5	ENST00000370692
ZNF451	ENST00000370710
LPHN2	ENST00000370721
LPHN2	ENST00000370725
LPHN2	ENST00000370728
LPHN2	ENST00000370730
KIAA1586	ENST00000370733
BEND6	ENST00000370745
BEND6	ENST00000370746
DST	ENST00000370765
PHF6	ENST00000370799
PHF6	ENST00000370800
PIGK	ENST00000370813
gpc4	ENST00000370828
HS6ST2	ENST00000370836
SS18L1	ENST00000370848
SLC44A5	ENST00000370855
PSMA7	ENST00000370861
cryz	ENST00000370872
FPGT	ENST00000370889
Elovl5	ENST00000370918
Depdc1	ENST00000370964
Depdc1	ENST00000370966
WLS	ENST00000370971
DIRAS3	ENST00000370981
GNG12	ENST00000370982
cdh26	ENST00000370991
Rrp12	ENST00000370992
serbp1	ENST00000370995
WDR78	ENST00000371023
WDR78	ENST00000371026
ARHGAP19	ENST00000371027
ZNF831	ENST00000371030
LEPR	ENST00000371059
Zdhhc9	ENST00000371064
Gnas	ENST00000371099
FOXD3	ENST00000371116
STAG2	ENST00000371144
OPALIN	ENST00000371172
TM2D1	ENST00000371178
ENTPD1	ENST00000371203
TCTN3	ENST00000371209
fggy	ENST00000371212
rbm38	ENST00000371219
dab1	ENST00000371232
GPR110	ENST00000371243
prkaa2	ENST00000371244
Gria3	ENST00000371264
PARS2	ENST00000371279
CUL4B	ENST00000371322
Hells	ENST00000371327
Cacna1b	ENST00000371355
Cacna1b	ENST00000371357
NKAP	ENST00000371410
LRP8	ENST00000371454
Supt3h	ENST00000371461
RBP4	ENST00000371467
Echdc2	ENST00000371520
Cyp26a1	ENST00000371531
ZCCHC11	ENST00000371541
Lrrc26	ENST00000371542
ZCCHC11	ENST00000371544
GRIN1	ENST00000371553
UBE2A	ENST00000371558
NFATC2	ENST00000371567
NPDC1	ENST00000371601
Kti12	ENST00000371614
ptgds	ENST00000371625
HPGDS	ENST00000371625
NRD1	ENST00000371665
Hectd2	ENST00000371667
C9orf86	ENST00000371671
C9orf86	ENST00000371675
egfl7	ENST00000371698
Slc29a1	ENST00000371713
PMPCA	ENST00000371720
SDCCAG3	ENST00000371722
Slc29a1	ENST00000371724
EPS15	ENST00000371730
CARD9	ENST00000371734
Kif20b	ENST00000371737
DNLZ	ENST00000371739
KCNB1	ENST00000371741
lhx3	ENST00000371748
SLC16A12	ENST00000371790
lipA	ENST00000371829
STAU1	ENST00000371830
AGBL4	ENST00000371839
SARDH	ENST00000371868
tal1	ENST00000371884
CYP4A11	ENST00000371905
cyp4b1	ENST00000371919
amot	ENST00000371959
amot	ENST00000371962
SULF2	ENST00000371978
DCX	ENST00000371988
SURF4	ENST00000371989
SURF4	ENST00000371991
Zmynd8	ENST00000372023
Gbgt1	ENST00000372040
Acsl4	ENST00000372078
gtf3c5	ENST00000372099
TP53RK	ENST00000372114
GFI1B	ENST00000372124
TSPAN14	ENST00000372158
TSPAN14	ENST00000372160
LOC441089	ENST00000372184
C10orf58	ENST00000372188
plk3	ENST00000372201
Uck1	ENST00000372215
KIF2C	ENST00000372222
ATG4A	ENST00000372246
Rnf220	ENST00000372247
Rnf220	ENST00000372248
ERI3	ENST00000372257
Plac9	ENST00000372267
FAM78A	ENST00000372269
C10orf57	ENST00000372272
C10orf57	ENST00000372281
Sftpd	ENST00000372292
aif1l	ENST00000372314
ccdc24	ENST00000372318
Polr1c	ENST00000372334
EXOSC2	ENST00000372350
st3gal3	ENST00000372365
st3gal3	ENST00000372374
TSC22D3	ENST00000372383
PCIF1	ENST00000372409
Pltp	ENST00000372420
hyi	ENST00000372426
KCNMA1	ENST00000372443
C9orf78	ENST00000372447
Med8	ENST00000372455
cdc20	ENST00000372462
mpl	ENST00000372470
mettl11a	ENST00000372480
RBM41	ENST00000372482
Ier5l	ENST00000372491
WDR65	ENST00000372492
RIPPLY1	ENST00000372510
C20orf165	ENST00000372519
DOLPP1	ENST00000372546
Mum1l1	ENST00000372552
Sh3glb2	ENST00000372554
Serpina7	ENST00000372563
CRIP3	ENST00000372566
Foxj3	ENST00000372572
NUP188	ENST00000372577
GUCA2B	ENST00000372581
phyhd1	ENST00000372592
CCBL1	ENST00000372610
SLFNL1	ENST00000372613
CTPS	ENST00000372616
Tceal3	ENST00000372627
Tceal3	ENST00000372628
TCEAL4	ENST00000372629
nfyc	ENST00000372651
Zdhhc12	ENST00000372663
LOC646817	ENST00000372686
LOC646817	ENST00000372688
BEX4	ENST00000372691
set	ENST00000372692
LOC646817	ENST00000372692
ZNF684	ENST00000372699
SMAP2	ENST00000372718
SPTAN1	ENST00000372719
SPTAN1	ENST00000372731
ARMCX5	ENST00000372742
matn4	ENST00000372753
NXF2	ENST00000372758
SEMG2	ENST00000372769
PPT1	ENST00000372775
Semg1	ENST00000372781
WFDC5	ENST00000372789
CAP1	ENST00000372797
NXF5	ENST00000372803
mfsd2a	ENST00000372809
TOMM34	ENST00000372810
ppie	ENST00000372830
CERCAM	ENST00000372838
HPCAL4	ENST00000372844
URM1	ENST00000372850
SLC27A4	ENST00000372870
UBR2	ENST00000372883
trub2	ENST00000372890
UBR2	ENST00000372901
TTC18	ENST00000372928
Ciz1	ENST00000372938
XKRX	ENST00000372956
Ndufs5	ENST00000372969
TAF8	ENST00000372982
Rhbdl2	ENST00000372990
Nudt13	ENST00000372997
RPA4	ENST00000373040
GNL2	ENST00000373062
SGK2	ENST00000373092
FAM102A	ENST00000373095
KLHL4	ENST00000373119
trappc3	ENST00000373159
Tspo2	ENST00000373161
trappc3	ENST00000373162
trappc3	ENST00000373166
PTPRT	ENST00000373187
Mocs1	ENST00000373188
Slc29a3	ENST00000373189
ENG	ENST00000373203
KIF6	ENST00000373213
clspn	ENST00000373220
Lrrc20	ENST00000373224
Ncdn	ENST00000373253
h2afy2	ENST00000373255
zhx3	ENST00000373263
KIAA0319L	ENST00000373266
tor2a	ENST00000373284
TTC16	ENST00000373289
TBX22	ENST00000373296
lpar4	ENST00000373301
STXBP1	ENST00000373302
CYSLTR1	ENST00000373304
AQP12A	ENST00000373309
Mafb	ENST00000373313
DHX35	ENST00000373325
ZMYM1	ENST00000373329
Atrx	ENST00000373344
DLGAP3	ENST00000373347
SLC2A8	ENST00000373352
CSMD2	ENST00000373377
BTBD9	ENST00000373384
garnl3	ENST00000373387
CSMD2	ENST00000373388
ZFAND3	ENST00000373391
FTSJD2	ENST00000373420
ANGPTL2	ENST00000373425
Trim62	ENST00000373430
CTNNBL1	ENST00000373469
KIAA1522	ENST00000373481
BMP2KL	ENST00000373488
Mapkap1	ENST00000373505
Zbtb8a	ENST00000373510
atg16l1	ENST00000373525
Dmrtc1b	ENST00000373530
Dmrtc1b	ENST00000373532
RABEPK	ENST00000373538
PHKA1	ENST00000373539
PHKA1P1	ENST00000373542
PPP6C	ENST00000373546
GIGYF2	ENST00000373566
RPL35P2	ENST00000373570
Hdac8	ENST00000373571
Hdac8	ENST00000373573
Fam167b	ENST00000373582
Hdac8	ENST00000373589
TXLNA	ENST00000373609
GHRH	ENST00000373614
PSMD1	ENST00000373635
PIN4	ENST00000373669
RC3H2	ENST00000373670
Ptgs1	ENST00000373698
SERINC2	ENST00000373710
mrrf	ENST00000373728
DSN1	ENST00000373745
Ttll11	ENST00000373778
Gsn	ENST00000373805
Gsn	ENST00000373808
Cdk1	ENST00000373811
srpk1	ENST00000373825
Snhg12	ENST00000373828
SNHG3-RCC1	ENST00000373833
SNHG3-RCC1	ENST00000373834
Cep110	ENST00000373844
eya3	ENST00000373863
eya3	ENST00000373871
phyhipl	ENST00000373878
RPA2	ENST00000373909
PSMD5	ENST00000373915
C1orf38	ENST00000373919
PSMD5	ENST00000373920
EPB41L1	ENST00000373945
IFI6	ENST00000373959
PCDH15	ENST00000373965
DNPEP	ENST00000373972
ZMYM3	ENST00000373982
Anks1a	ENST00000373990
a1cf	ENST00000373993
Fgr	ENST00000374005
DEC1	ENST00000374016
RPS10P22	ENST00000374053
RPS10P11	ENST00000374053
LOC10431	ENST00000374064
LOC10431	ENST00000374065
TMEM222	ENST00000374073
MED12	ENST00000374080
NCOA4	ENST00000374082
NCOA4	ENST00000374087
LOC100130009	ENST00000374116
KIF12	ENST00000374118
GPN2	ENST00000374131
C10orf128	ENST00000374148
ARID1A	ENST00000374152
il2rg	ENST00000374188
mapk8	ENST00000374189
DHDDS	ENST00000374190
DHDDS	ENST00000374192
WDR31	ENST00000374193
CDC26	ENST00000374206
Cd52	ENST00000374213
c9orf80	ENST00000374236
PTPN20A	ENST00000374240
CXorf65	ENST00000374251
ANXA8L2	ENST00000374277
STMN1	ENST00000374292
ppyr1	ENST00000374312
SYT15	ENST00000374325
ikzf2	ENST00000374327
MAN1C1	ENST00000374332
FRMPD2L2	ENST00000374337
DLG3	ENST00000374355
GDF5	ENST00000374372
uqcc	ENST00000374384
uqcc	ENST00000374394
ADAM23	ENST00000374415
IL28RA	ENST00000374421
MUSK	ENST00000374439
LOC653884	ENST00000374452
SFRS13A	ENST00000374453
LOC653884	ENST00000374453
Ctla4	ENST00000374470
Cnr2	ENST00000374472
Raph1	ENST00000374493
LYPLA2P1	ENST00000374505
LYPLA2	ENST00000374505
TXNDC8	ENST00000374507
Phf1	ENST00000374512
LYPLA2P1	ENST00000374514
bmpr2	ENST00000374574
MPP4	ENST00000374605
ZNF436	ENST00000374609
YIPF6	ENST00000374622
LUZP1	ENST00000374623
YIPF6	ENST00000374643
IKBKAP	ENST00000374647
FSD1L	ENST00000374710
PGAP1	ENST00000374738
Pde6g	ENST00000374743
cul2	ENST00000374751
Rap1gap	ENST00000374757
Rap1gap	ENST00000374761
Pard3	ENST00000374768
OPCML	ENST00000374778
OR13C3	ENST00000374781
SMC2	ENST00000374787
AATK	ENST00000374792
CYLC2	ENST00000374798
PPP3R2	ENST00000374806
HLA-DOA	ENST00000374813
BRD2	ENST00000374831
ARHGEF9	ENST00000374870
ARHGEF9	ENST00000374878
LOC729538	ENST00000374886
TMEFF1	ENST00000374887
TAP2	ENST00000374897
TAP2	ENST00000374899
SPIN2B	ENST00000374910
LOC550643	ENST00000374922
Eif4g3	ENST00000374935
PAGE5	ENST00000374952
XAGE1D	ENST00000374959
XAGE1B	ENST00000374959
HLA-DRA	ENST00000374982
Mgat5b	ENST00000374999
TBRG1	ENST00000375005
C6orf10	ENST00000375007
TMEM225	ENST00000375026
C10orf68	ENST00000375037
GPSM3	ENST00000375043
KIF17	ENST00000375044
AGER	ENST00000375069
PLA2G2F	ENST00000375102
Hemgn	ENST00000375112
TMCO4	ENST00000375122
TMCO4	ENST00000375127
CCDC153	ENST00000375140
Prrt1	ENST00000375152
WNK3	ENST00000375159
TMOD1	ENST00000375175
KIAA1529	ENST00000375206
ZNF322B	ENST00000375210
itga6	ENST00000375221
CDC14B	ENST00000375240
HSD17B3	ENST00000375262
UBR4	ENST00000375267
ptch1	ENST00000375276
C9orf3	ENST00000375315
C9orf118	ENST00000375324
CD300LD	ENST00000375352
Igsf21	ENST00000375380
KDM5C	ENST00000375383
ARHGEF10L	ENST00000375408
RDBP	ENST00000375425
BUD13	ENST00000375445
PADI4	ENST00000375453
PCID2	ENST00000375457
Cobll1	ENST00000375458
PADI3	ENST00000375460
PADI1	ENST00000375471
FAM156B	ENST00000375473
FAM156B	ENST00000375476
PCID2	ENST00000375477
LOC400743	ENST00000375480
EHMT2	ENST00000375528
Crocc	ENST00000375541
aspn	ENST00000375544
LOC100130320	ENST00000375549
XAGE1B	ENST00000375563
XAGE1B	ENST00000375570
XAGE1E	ENST00000375572
cenpp	ENST00000375579
XAGE1E	ENST00000375588
Fbxo42	ENST00000375592
NOL8	ENST00000375594
XAGE1C	ENST00000375600
XAGE1C	ENST00000375602
C1orf134	ENST00000375605
MCF2L	ENST00000375608
XAGE1D	ENST00000375616
MAGED4B	ENST00000375626
iars	ENST00000375627
C6orf48	ENST00000375642
WAC	ENST00000375646
kdelc2	ENST00000375648
C20orf112	ENST00000375675
C20orf112	ENST00000375677
C20orf112	ENST00000375678
Asxl1	ENST00000375687
MSH5	ENST00000375696
C13orf28	ENST00000375700
ROR2	ENST00000375708
hspb7	ENST00000375714
MPP7	ENST00000375719
Arhgef7	ENST00000375741
MSH5	ENST00000375742
ZBTB17	ENST00000375743
Plekhm2	ENST00000375799
PSMC5	ENST00000375812
Col4a1	ENST00000375815
LY6G6C	ENST00000375819
LY6G6D	ENST00000375834
YSK4	ENST00000375844
C9orf47	ENST00000375851
LY6G5C	ENST00000375861
LY6G5C	ENST00000375863
CELA2B	ENST00000375909
CELA2A	ENST00000375924
Ttll9	ENST00000375935
CTRC	ENST00000375943
DUSP15	ENST00000375952
iscA1	ENST00000375991
C1orf195	ENST00000376005
BAT2	ENST00000376007
PRDM2	ENST00000376048
NCR3	ENST00000376072
TUBD1	ENST00000376094
Lst1	ENST00000376100
FGF14	ENST00000376131
ATP6V1G2	ENST00000376151
PRAMEF11	ENST00000376152
PRAMEF18	ENST00000376173
MCCD1	ENST00000376191
FOXP3	ENST00000376197
FOXP3	ENST00000376199
PDSS1	ENST00000376215
pou5f1	ENST00000376243
PSORS1C1	ENST00000376289
DEFB121	ENST00000376312
DEFB121	ENST00000376314
Ptprh	ENST00000376350
Stxbp4	ENST00000376352
wdr45	ENST00000376358
wdr45	ENST00000376361
wdr45	ENST00000376368
wdr45	ENST00000376372
mbtd1	ENST00000376381
Ier3	ENST00000376382
PPP1R12C	ENST00000376393
NRM	ENST00000376416
C9orf103	ENST00000376417
C9orf103	ENST00000376419
frmd3	ENST00000376422
UBAC2	ENST00000376435
KIAA1217	ENST00000376452
FAM75B	ENST00000376458
LOC645381	ENST00000376463
KCND1	ENST00000376477
c6orf134	ENST00000376483
LENG8	ENST00000376514
SLC35A2	ENST00000376515
Tle4	ENST00000376527
Tle4	ENST00000376540
Xylt2	ENST00000376550
Prr3	ENST00000376560
PQBP1	ENST00000376566
LOC728138	ENST00000376576
KIAA2013	ENST00000376576
FARP1	ENST00000376584
FLJ44006	ENST00000376593
cep78	ENST00000376598
HLA-E	ENST00000376630
entpd6	ENST00000376641
HDAC6	ENST00000376643
PUS1	ENST00000376649
EDAR	ENST00000376651
entpd6	ENST00000376666
TRIM15	ENST00000376688
SULT1C3	ENST00000376700
TRIM10	ENST00000376704
FOXB2	ENST00000376708
vsx1	ENST00000376709
FBXO6	ENST00000376749
PCSK5	ENST00000376754
Commd3	ENST00000376786
HLA-J	ENST00000376792
NCRNA00171	ENST00000376797
HLA-G	ENST00000376828
C9orf41	ENST00000376834
actn1	ENST00000376839
WNT9B	ENST00000376843
KLK6	ENST00000376853
Flt4	ENST00000376868
ZFP57	ENST00000376881
SSX3	ENST00000376895
Nr1h2	ENST00000376942
OR2H2	ENST00000376947
SRM	ENST00000376957
UXT	ENST00000376964
Cby3	ENST00000376974
GABBR1	ENST00000376977
GFAP	ENST00000376990
MLXIP	ENST00000377037
PGD	ENST00000377062
FUZ	ENST00000377092
MAS1L	ENST00000377127
OR2H1	ENST00000377132
OR2J1	ENST00000377171
UBTFL2	ENST00000377176
ZNF311	ENST00000377179
MPP2	ENST00000377184
C6orf100	ENST00000377186
Lzic	ENST00000377223
fam189a2	ENST00000377225
slain1	ENST00000377236
SCEL	ENST00000377246
PLXDC2	ENST00000377252
Zkscan3	ENST00000377255
FXN	ENST00000377270
Pip5k1b	ENST00000377290
c20orf26	ENST00000377293
ZKSCAN4	ENST00000377294
CACNB2	ENST00000377329
st3gal5	ENST00000377332
CBWD7	ENST00000377337
CBWD7	ENST00000377342
CBWD7	ENST00000377347
LOC653510	ENST00000377349
CBWD5	ENST00000377349
HIST2H4A	ENST00000377364
Hist1h4k	ENST00000377364
Hist1h4f	ENST00000377364
HIST1H4E	ENST00000377364
CBWD6	ENST00000377384
CBWD3	ENST00000377391
CBWD6	ENST00000377392
CBWD1	ENST00000377392
CBWD5	ENST00000377400
LOC642424	ENST00000377415
CBWD1	ENST00000377439
CA6	ENST00000377442
CBWD6	ENST00000377445
CBWD1	ENST00000377449
GHDC	ENST00000377472
ANKRD20A1	ENST00000377477
Rasgrp2	ENST00000377487
Fam23a	ENST00000377495
stam	ENST00000377500
per3	ENST00000377532
FAM27B	ENST00000377542
CNTNAP3B	ENST00000377561
LBX2	ENST00000377566
SLC22A12	ENST00000377574
Uchl3	ENST00000377595
LOC100128098	ENST00000377597
Commd6	ENST00000377612
LOC728903	ENST00000377616
ZNF658B	ENST00000377626
SLC4A5	ENST00000377632
ZNF658B	ENST00000377644
hvcn1	ENST00000377649
Esyt2	ENST00000377650
PNMAL2	ENST00000377652
TCTN1	ENST00000377654
CNTNAP3B	ENST00000377656
ZNF133	ENST00000377664
csrp2bp	ENST00000377681
Klf5	ENST00000377687
Igfbpl1	ENST00000377694
SHB	ENST00000377700
Nat8b	ENST00000377712
Nat8	ENST00000377712
Krtap9-3	ENST00000377719
LOC389602	ENST00000377722
PLEKHG5	ENST00000377725
hist1h4l	ENST00000377727
Hist1h4f	ENST00000377727
Hist1h4d	ENST00000377727
Hist1h4k	ENST00000377745
Hist1h4i	ENST00000377745
Hist1h4c	ENST00000377745
TRDMT1	ENST00000377766
TRDMT1	ENST00000377799
HIST1H4E	ENST00000377803
CDX1	ENST00000377812
HIST1H3H	ENST00000377831
hist1h3g	ENST00000377831
HIST1H3E	ENST00000377831
cubn	ENST00000377833
PAX5	ENST00000377849
PAX5	ENST00000377853
bfsp1	ENST00000377868
Rnf38	ENST00000377876
TDRD3	ENST00000377881
Usp30	ENST00000377883
SLC3A2	ENST00000377892
ZNF227	ENST00000377916
rsu1	ENST00000377921
adcy8	ENST00000377928
PRR20C	ENST00000377930
PRR20A	ENST00000377931
ZPBP2	ENST00000377940
Lypd5	ENST00000377950
Atg9b	ENST00000377974
CMAH	ENST00000377989
TMEM8B	ENST00000377991
KIF16B	ENST00000377997
CHD5	ENST00000377999
pter	ENST00000378000
Cd177	ENST00000378009
Ckap4	ENST00000378026
CEACAM1	ENST00000378065
PLXDC1	ENST00000378071
LOC100131726	ENST00000378074
WDR67	ENST00000378080
C12orf73	ENST00000378090
Kcnab2	ENST00000378092
Kcnab2	ENST00000378097
PCDHA1	ENST00000378133
NMT2	ENST00000378150
Arhgef1	ENST00000378152
NPHP4	ENST00000378162
CASK	ENST00000378163
Taf2	ENST00000378164
NMT2	ENST00000378165
CASK	ENST00000378168
GUCY1B2	ENST00000378172
TBC1D3F	ENST00000378174
SAMD12	ENST00000378188
RPP38	ENST00000378202
kiaa0562	ENST00000378223
Psme4	ENST00000378234
DEPDC4	ENST00000378250
DCLRE1C	ENST00000378254
cdk10	ENST00000378277
C8orf85	ENST00000378279
TP73	ENST00000378288
DCLRE1C	ENST00000378289
TP73	ENST00000378290
Wdr8	ENST00000378320
suv39h2	ENST00000378325
CAB39L	ENST00000378341
CCL4L2	ENST00000378351
CCL4L1	ENST00000378351
ANKRD5	ENST00000378380
MVD	ENST00000378400
Actrt2	ENST00000378404
CCDC107	ENST00000378409
pak7	ENST00000378423
C1orf93	ENST00000378424
pak7	ENST00000378429
LOC100131217	ENST00000378432
OR4A4P	ENST00000378440
bcor	ENST00000378444
hes5	ENST00000378453
fam107b	ENST00000378461
Frmd4a	ENST00000378502
RPGR	ENST00000378505
RER1	ENST00000378513
poc1b	ENST00000378528
LOC100131102	ENST00000378537
KIAA1539	ENST00000378557
Prkcz	ENST00000378567
AFF4	ENST00000378595
tmem52	ENST00000378598
CALML6	ENST00000378604
GNB1	ENST00000378606
cdkal1	ENST00000378610
Fancg	ENST00000378643
dmd	ENST00000378677
SHROOM1	ENST00000378679
GLIPR1L1	ENST00000378695
esd	ENST00000378697
dmd	ENST00000378707
mib2	ENST00000378712
dmd	ENST00000378723
CCNI2	ENST00000378731
Kif3a	ENST00000378735
C13orf18	ENST00000378784
ccl21	ENST00000378792
NDUFA5	ENST00000378795
CYP4V2	ENST00000378802
IL11RA	ENST00000378817
Tmem88b	ENST00000378821
Kif13a	ENST00000378843
FERMT1	ENST00000378844
C4orf47	ENST00000378850
MCM8	ENST00000378886
ADAMTS17	ENST00000378898
hnrpll	ENST00000378915
GK3P	ENST00000378943
GK3P	ENST00000378946
CAP2	ENST00000378994
PDLIM4	ENST00000379018
nrcam	ENST00000379027
PUSL1	ENST00000379031
polA1	ENST00000379059
SLC10A5	ENST00000379063
Dmkn	ENST00000379074
C9orf25	ENST00000379087
LOC100128682	ENST00000379093
TPD52	ENST00000379097
C9orf24	ENST00000379124
C9orf24	ENST00000379133
Pcyt1b	ENST00000379139
Fstl5	ENST00000379164
Nfatc3	ENST00000379165
CCDC75	ENST00000379184
CCDC122	ENST00000379193
CXorf58	ENST00000379211
ISG20	ENST00000379224
FAM106B	ENST00000379228
SIRT5	ENST00000379250
C10orf31	ENST00000379256
UBAP2	ENST00000379260
Acsl6	ENST00000379264
LOC642975	ENST00000379279
c20orf30	ENST00000379286
acot9	ENST00000379297
LOC642975	ENST00000379299
CTCF	ENST00000379301
SLC30A6	ENST00000379343
Plekhg4	ENST00000379344
PHACTR1	ENST00000379345
AGRN	ENST00000379364
LYRM7	ENST00000379380
adhfe1	ENST00000379385
Uevld	ENST00000379387
ISG15	ENST00000379389
TAC3	ENST00000379411
LdhA	ENST00000379412
Baz2a	ENST00000379441
LOC100130716	ENST00000379443
Nedd9	ENST00000379446
ZNF827	ENST00000379448
asph	ENST00000379454
aqp7	ENST00000379507
YPEL5	ENST00000379519
SLC25A15	ENST00000379523
SNCAIP	ENST00000379533
Prr16	ENST00000379551
ZCWPW1	ENST00000379559
idh3a	ENST00000379576
AQPEP	ENST00000379578
ITIH2	ENST00000379587
EIF1AX	ENST00000379607
TFAP2A	ENST00000379613
TRIM36	ENST00000379618
ZSCAN21	ENST00000379635
